segment_id_first,segment_id_second
02YL000-27404,02YL000-26573
02YL000-27405,02YL000-26561
02YL000-27406,02YL000-27168
02YL000-27407,02YL000-25563
02YL000-27408,02YL000-26906
02YL000-27409,02YL000-25820
02YL000-27410,02YL000-26631
02YL000-27411,02YL000-25812
02YL000-27412,02YL000-22823
02YL000-27412,02YL000-25807
02YL000-27413,02YL000-26009
02YL000-27414,02YL000-25926
02YL000-27415,02YL000-25787
02YL000-27416,
02YL000-27417,02YL000-2685
02YL000-27417,02YL000-25691
02YL000-27418,02YL000-27286
02YL000-27419,02YL000-25954
02YL000-27420,02YL000-25801
02YL000-27421,02YL000-25936
02YL000-27422,02YL000-25521
02YL000-27423,02YL000-26560
02YL000-27424,02YL000-25579
02YL000-27425,02YL000-26270
02YL000-27426,02YL000-25755
02YL000-27427,02YL000-25690
02YL000-27428,02YL000-26222
02YL000-27429,02YL000-2412
02YL000-27429,02YL000-26460
02YL000-27430,02YL000-25488
02YL000-27431,02YL000-26492
02YL000-27432,02YL000-25459
02YL000-27433,02YL000-27306
02YL000-27434,02YL000-21940
02YL000-27435,02YL000-26971
02YL000-27436,02YL000-25602
02YL000-27437,02YL000-26282
02YL000-27438,02YL000-26033
02YL000-27439,02YL000-27329
02YL000-27440,02YL000-27059
02YL000-27441,02YL000-26782
02YL000-27442,02YL000-26923
02YL000-27443,02YL000-25609
02YL000-6879,02YL000-1
02YL000-5449,02YL000-3
02YL000-16277,02YL000-3
02YL000-18653,02YL000-4
02YL000-20035,02YL000-5
02YL000-4786,02YL000-6
02YL000-16941,02YL000-6
02YL000-18124,02YL000-8
02YL000-10903,02YL000-9
02YL000-15433,02YL000-10
02YL000-24659,02YL000-10
02YL000-14401,02YL000-11
02YL000-14807,02YL000-12
02YL000-3542,02YL000-13
02YL000-7081,02YL000-15
02YL000-11757,02YL000-17
02YL000-20108,02YL000-19
02YL000-18760,02YL000-20
02YL000-12759,02YL000-21
02YL000-5534,02YL000-22
02YL000-22882,02YL000-23
02YL000-24804,02YL000-23
02YL000-2603,02YL000-24
02YL000-10749,02YL000-24
02YL000-24346,02YL000-25
02YL000-916,02YL000-26
02YL000-18004,02YL000-26
02YL000-25059,02YL000-27
02YL000-4611,02YL000-28
02YL000-20305,02YL000-30
02YL000-2936,02YL000-31
02YL000-3410,02YL000-32
02YL000-13723,02YL000-32
02YL000-13107,02YL000-33
02YL000-13896,02YL000-34
02YL000-7572,02YL000-35
02YL000-7076,02YL000-36
02YL000-9129,02YL000-37
02YL000-26895,02YL000-39
02YL000-26897,02YL000-40
02YL000-4469,02YL000-41
02YL000-19594,02YL000-41
02YL000-4066,02YL000-42
02YL000-23715,02YL000-42
02YL000-8015,02YL000-43
02YL000-17584,02YL000-43
02YL000-7777,02YL000-44
02YL000-16105,02YL000-45
02YL000-17174,02YL000-45
02YL000-12096,02YL000-46
02YL000-15622,02YL000-47
02YL000-10096,02YL000-48
02YL000-10655,02YL000-50
02YL000-18923,02YL000-50
02YL000-11756,02YL000-51
02YL000-23647,02YL000-52
02YL000-9576,02YL000-53
02YL000-10865,02YL000-54
02YL000-11505,02YL000-55
02YL000-13406,02YL000-56
02YL000-5294,02YL000-57
02YL000-18786,02YL000-57
02YL000-12154,02YL000-58
02YL000-25275,02YL000-58
02YL000-525,02YL000-59
02YL000-1963,02YL000-59
02YL000-3230,02YL000-60
02YL000-3851,02YL000-61
02YL000-339,02YL000-62
02YL000-5166,02YL000-62
02YL000-14556,02YL000-63
02YL000-3471,02YL000-64
02YL000-22267,02YL000-67
02YL000-20399,02YL000-68
02YL000-13302,02YL000-69
02YL000-18543,02YL000-71
02YL000-16295,02YL000-72
02YL000-8111,02YL000-73
02YL000-2274,02YL000-74
02YL000-6196,02YL000-74
02YL000-19504,02YL000-75
02YL000-18814,02YL000-76
02YL000-11452,02YL000-77
02YL000-317,02YL000-78
02YL000-21822,02YL000-78
02YL000-7578,02YL000-79
02YL000-22579,02YL000-79
02YL000-8899,02YL000-81
02YL000-3305,02YL000-83
02YL000-2855,02YL000-84
02YL000-23261,02YL000-84
02YL000-22978,02YL000-85
02YL000-8340,02YL000-89
02YL000-22653,02YL000-90
02YL000-18041,02YL000-94
02YL000-2976,02YL000-95
02YL000-20148,02YL000-97
02YL000-13686,02YL000-98
02YL000-16187,02YL000-99
02YL000-17343,02YL000-99
02YL000-4450,02YL000-100
02YL000-23984,02YL000-100
02YL000-2372,02YL000-101
02YL000-23189,02YL000-102
02YL000-6777,02YL000-103
02YL000-10432,02YL000-104
02YL000-19267,02YL000-105
02YL000-15398,02YL000-106
02YL000-3756,02YL000-108
02YL000-11231,02YL000-109
02YL000-14272,02YL000-110
02YL000-11465,02YL000-112
02YL000-21355,02YL000-112
02YL000-11868,02YL000-113
02YL000-24646,02YL000-113
02YL000-12798,02YL000-114
02YL000-10740,02YL000-115
02YL000-12905,02YL000-116
02YL000-451,02YL000-117
02YL000-13065,02YL000-118
02YL000-13836,02YL000-120
02YL000-10925,02YL000-121
02YL000-10926,02YL000-121
02YL000-25003,02YL000-122
02YL000-12561,02YL000-123
02YL000-23540,02YL000-123
02YL000-16904,02YL000-124
02YL000-16361,02YL000-126
02YL000-6657,02YL000-127
02YL000-252,02YL000-128
02YL000-20585,02YL000-128
02YL000-9810,02YL000-129
02YL000-797,02YL000-130
02YL000-725,02YL000-131
02YL000-6708,02YL000-134
02YL000-16360,02YL000-134
02YL000-9183,02YL000-136
02YL000-14819,02YL000-136
02YL000-16258,02YL000-139
02YL000-7902,02YL000-142
02YL000-19873,02YL000-144
02YL000-4366,02YL000-145
02YL000-3364,02YL000-146
02YL000-9244,02YL000-147
02YL000-14857,02YL000-151
02YL000-19946,02YL000-152
02YL000-25473,02YL000-155
02YL000-12685,02YL000-157
02YL000-14577,02YL000-157
02YL000-4745,02YL000-159
02YL000-6507,02YL000-161
02YL000-10980,02YL000-161
02YL000-20540,02YL000-162
02YL000-2983,02YL000-164
02YL000-22519,02YL000-165
02YL000-2279,02YL000-166
02YL000-6024,02YL000-167
02YL000-170,02YL000-169
02YL000-11010,02YL000-169
02YL000-3646,02YL000-170
02YL000-13538,02YL000-171
02YL000-7192,02YL000-172
02YL000-23021,02YL000-172
02YL000-12950,02YL000-173
02YL000-7971,02YL000-175
02YL000-15456,02YL000-177
02YL000-5040,02YL000-178
02YL000-25244,02YL000-179
02YL000-24819,02YL000-182
02YL000-20482,02YL000-183
02YL000-20674,02YL000-183
02YL000-13112,02YL000-185
02YL000-2719,02YL000-186
02YL000-24305,02YL000-187
02YL000-4197,02YL000-188
02YL000-7261,02YL000-188
02YL000-6414,02YL000-189
02YL000-9787,02YL000-190
02YL000-14336,02YL000-190
02YL000-21891,02YL000-191
02YL000-19198,02YL000-192
02YL000-5260,02YL000-193
02YL000-403,02YL000-194
02YL000-23377,02YL000-194
02YL000-15985,02YL000-196
02YL000-14615,02YL000-198
02YL000-1104,02YL000-199
02YL000-19098,02YL000-200
02YL000-24387,02YL000-201
02YL000-8499,02YL000-203
02YL000-8512,02YL000-205
02YL000-14378,02YL000-206
02YL000-18863,02YL000-207
02YL000-23062,02YL000-207
02YL000-10789,02YL000-209
02YL000-11940,02YL000-212
02YL000-11824,02YL000-213
02YL000-11846,02YL000-215
02YL000-21392,02YL000-215
02YL000-17582,02YL000-216
02YL000-17583,02YL000-216
02YL000-7976,02YL000-217
02YL000-17877,02YL000-217
02YL000-1902,02YL000-218
02YL000-16260,02YL000-221
02YL000-24391,02YL000-223
02YL000-1433,02YL000-224
02YL000-17507,02YL000-224
02YL000-4400,02YL000-225
02YL000-123,02YL000-227
02YL000-9798,02YL000-233
02YL000-9694,02YL000-235
02YL000-14434,02YL000-235
02YL000-21696,02YL000-238
02YL000-19320,02YL000-239
02YL000-15059,02YL000-242
02YL000-6995,02YL000-243
02YL000-16954,02YL000-244
02YL000-20303,02YL000-245
02YL000-21326,02YL000-246
02YL000-3450,02YL000-248
02YL000-17672,02YL000-249
02YL000-14113,02YL000-250
02YL000-5263,02YL000-251
02YL000-8539,02YL000-251
02YL000-17300,02YL000-252
02YL000-21128,02YL000-252
02YL000-5547,02YL000-253
02YL000-11044,02YL000-253
02YL000-23263,02YL000-254
02YL000-18764,02YL000-256
02YL000-18782,02YL000-256
02YL000-18820,02YL000-257
02YL000-14077,02YL000-258
02YL000-13360,02YL000-260
02YL000-2935,02YL000-261
02YL000-24546,02YL000-263
02YL000-19265,02YL000-264
02YL000-10671,02YL000-265
02YL000-20015,02YL000-267
02YL000-20016,02YL000-267
02YL000-6974,02YL000-268
02YL000-21093,02YL000-268
02YL000-1813,02YL000-269
02YL000-18352,02YL000-270
02YL000-20453,02YL000-270
02YL000-6010,02YL000-271
02YL000-6584,02YL000-273
02YL000-8107,02YL000-274
02YL000-5202,02YL000-276
02YL000-18109,02YL000-276
02YL000-13845,02YL000-277
02YL000-5597,02YL000-279
02YL000-15643,02YL000-281
02YL000-17468,02YL000-283
02YL000-10900,02YL000-284
02YL000-12375,02YL000-284
02YL000-9257,02YL000-286
02YL000-17635,02YL000-286
02YL000-21015,02YL000-287
02YL000-822,02YL000-288
02YL000-2050,02YL000-289
02YL000-12578,02YL000-290
02YL000-13264,02YL000-290
02YL000-6191,02YL000-292
02YL000-14002,02YL000-292
02YL000-217,02YL000-293
02YL000-1401,02YL000-295
02YL000-10146,02YL000-296
02YL000-956,02YL000-298
02YL000-19657,02YL000-298
02YL000-1771,02YL000-299
02YL000-8422,02YL000-299
02YL000-12611,02YL000-300
02YL000-6228,02YL000-301
02YL000-7865,02YL000-304
02YL000-772,02YL000-305
02YL000-7875,02YL000-306
02YL000-23937,02YL000-307
02YL000-5090,02YL000-308
02YL000-5730,02YL000-309
02YL000-13523,02YL000-310
02YL000-9737,02YL000-312
02YL000-6386,02YL000-313
02YL000-23675,02YL000-315
02YL000-21632,02YL000-316
02YL000-943,02YL000-318
02YL000-14143,02YL000-319
02YL000-23996,02YL000-321
02YL000-10104,02YL000-322
02YL000-3871,02YL000-324
02YL000-5645,02YL000-324
02YL000-9024,02YL000-325
02YL000-5875,02YL000-327
02YL000-16938,02YL000-327
02YL000-19652,02YL000-328
02YL000-5637,02YL000-329
02YL000-10977,02YL000-330
02YL000-21601,02YL000-331
02YL000-11971,02YL000-333
02YL000-24492,02YL000-333
02YL000-4895,02YL000-334
02YL000-25372,02YL000-334
02YL000-2646,02YL000-336
02YL000-3004,02YL000-337
02YL000-13974,02YL000-338
02YL000-20571,02YL000-338
02YL000-17687,02YL000-339
02YL000-20689,02YL000-340
02YL000-23259,02YL000-341
02YL000-12749,02YL000-342
02YL000-18781,02YL000-342
02YL000-18070,02YL000-343
02YL000-19130,02YL000-343
02YL000-6485,02YL000-345
02YL000-15234,02YL000-347
02YL000-20410,02YL000-349
02YL000-10473,02YL000-351
02YL000-14447,02YL000-351
02YL000-20008,02YL000-352
02YL000-19995,02YL000-353
02YL000-17864,02YL000-354
02YL000-3339,02YL000-356
02YL000-23645,02YL000-357
02YL000-21785,02YL000-358
02YL000-17853,02YL000-360
02YL000-20049,02YL000-361
02YL000-8840,02YL000-362
02YL000-14266,02YL000-364
02YL000-2895,02YL000-365
02YL000-23311,02YL000-365
02YL000-10337,02YL000-366
02YL000-16698,02YL000-366
02YL000-10234,02YL000-367
02YL000-2312,02YL000-368
02YL000-17828,02YL000-369
02YL000-18918,02YL000-370
02YL000-23233,02YL000-371
02YL000-24105,02YL000-372
02YL000-14868,02YL000-373
02YL000-20805,02YL000-374
02YL000-15678,02YL000-376
02YL000-18336,02YL000-376
02YL000-5523,02YL000-378
02YL000-20651,02YL000-378
02YL000-929,02YL000-379
02YL000-20430,02YL000-380
02YL000-19173,02YL000-383
02YL000-24874,02YL000-384
02YL000-15526,02YL000-386
02YL000-4357,02YL000-387
02YL000-14533,02YL000-389
02YL000-7550,02YL000-390
02YL000-2095,02YL000-391
02YL000-13653,02YL000-392
02YL000-20848,02YL000-392
02YL000-16424,02YL000-393
02YL000-20025,02YL000-394
02YL000-1447,02YL000-395
02YL000-5012,02YL000-396
02YL000-17993,02YL000-397
02YL000-5950,02YL000-398
02YL000-3373,02YL000-399
02YL000-1032,02YL000-401
02YL000-10641,02YL000-401
02YL000-9361,02YL000-402
02YL000-3672,02YL000-403
02YL000-20560,02YL000-403
02YL000-21898,02YL000-405
02YL000-2062,02YL000-406
02YL000-13082,02YL000-407
02YL000-23479,02YL000-407
02YL000-17321,02YL000-409
02YL000-17557,02YL000-410
02YL000-18152,02YL000-411
02YL000-11134,02YL000-412
02YL000-2636,02YL000-413
02YL000-4050,02YL000-415
02YL000-17320,02YL000-416
02YL000-2585,02YL000-418
02YL000-17576,02YL000-419
02YL000-23005,02YL000-419
02YL000-21894,02YL000-420
02YL000-5429,02YL000-421
02YL000-26578,02YL000-422
02YL000-19541,02YL000-423
02YL000-25346,02YL000-424
02YL000-8559,02YL000-425
02YL000-97,02YL000-426
02YL000-18870,02YL000-428
02YL000-17166,02YL000-432
02YL000-18322,02YL000-435
02YL000-151,02YL000-436
02YL000-10456,02YL000-437
02YL000-10530,02YL000-438
02YL000-5526,02YL000-440
02YL000-20239,02YL000-441
02YL000-2197,02YL000-442
02YL000-5646,02YL000-444
02YL000-7467,02YL000-445
02YL000-23038,02YL000-445
02YL000-6962,02YL000-447
02YL000-19699,02YL000-447
02YL000-13750,02YL000-448
02YL000-22817,02YL000-449
02YL000-18326,02YL000-450
02YL000-11149,02YL000-451
02YL000-7029,02YL000-452
02YL000-5279,02YL000-453
02YL000-3891,02YL000-454
02YL000-18754,02YL000-455
02YL000-884,02YL000-456
02YL000-22070,02YL000-459
02YL000-6884,02YL000-461
02YL000-25042,02YL000-464
02YL000-2736,02YL000-465
02YL000-16583,02YL000-465
02YL000-2642,02YL000-466
02YL000-1717,02YL000-467
02YL000-22616,02YL000-468
02YL000-8734,02YL000-469
02YL000-17559,02YL000-470
02YL000-9997,02YL000-471
02YL000-17516,02YL000-472
02YL000-5616,02YL000-473
02YL000-2828,02YL000-475
02YL000-9393,02YL000-475
02YL000-19024,02YL000-476
02YL000-12026,02YL000-477
02YL000-8129,02YL000-478
02YL000-4655,02YL000-479
02YL000-8199,02YL000-479
02YL000-14789,02YL000-481
02YL000-20886,02YL000-482
02YL000-7070,02YL000-484
02YL000-16093,02YL000-484
02YL000-7674,02YL000-485
02YL000-19933,02YL000-485
02YL000-23436,02YL000-486
02YL000-17229,02YL000-488
02YL000-5276,02YL000-489
02YL000-12987,02YL000-490
02YL000-23501,02YL000-491
02YL000-1440,02YL000-492
02YL000-10293,02YL000-494
02YL000-25142,02YL000-495
02YL000-17886,02YL000-497
02YL000-24110,02YL000-498
02YL000-8192,02YL000-499
02YL000-11008,02YL000-501
02YL000-21941,02YL000-502
02YL000-22976,02YL000-502
02YL000-3111,02YL000-503
02YL000-18915,02YL000-503
02YL000-24813,02YL000-504
02YL000-18878,02YL000-505
02YL000-24889,02YL000-507
02YL000-23307,02YL000-508
02YL000-13242,02YL000-509
02YL000-25103,02YL000-509
02YL000-6904,02YL000-510
02YL000-5146,02YL000-511
02YL000-22115,02YL000-511
02YL000-20953,02YL000-512
02YL000-1477,02YL000-514
02YL000-14375,02YL000-514
02YL000-322,02YL000-516
02YL000-21560,02YL000-517
02YL000-22122,02YL000-517
02YL000-21250,02YL000-518
02YL000-15654,02YL000-519
02YL000-16676,02YL000-520
02YL000-26602,02YL000-521
02YL000-11340,02YL000-522
02YL000-15050,02YL000-523
02YL000-12486,02YL000-524
02YL000-360,02YL000-527
02YL000-7358,02YL000-528
02YL000-15379,02YL000-529
02YL000-23034,02YL000-530
02YL000-12906,02YL000-535
02YL000-14309,02YL000-535
02YL000-20023,02YL000-536
02YL000-6462,02YL000-537
02YL000-16075,02YL000-538
02YL000-21705,02YL000-539
02YL000-22528,02YL000-539
02YL000-14408,02YL000-542
02YL000-24284,02YL000-542
02YL000-14065,02YL000-547
02YL000-7446,02YL000-550
02YL000-25951,02YL000-551
02YL000-23309,02YL000-552
02YL000-25902,02YL000-553
02YL000-17554,02YL000-555
02YL000-26320,02YL000-559
02YL000-18581,02YL000-560
02YL000-2185,02YL000-561
02YL000-16254,02YL000-562
02YL000-19487,02YL000-563
02YL000-8933,02YL000-564
02YL000-13807,02YL000-565
02YL000-4327,02YL000-567
02YL000-994,02YL000-568
02YL000-25056,02YL000-568
02YL000-3390,02YL000-570
02YL000-20903,02YL000-571
02YL000-25112,02YL000-571
02YL000-8288,02YL000-572
02YL000-10750,02YL000-573
02YL000-19479,02YL000-573
02YL000-2847,02YL000-574
02YL000-7715,02YL000-574
02YL000-16867,02YL000-575
02YL000-4484,02YL000-576
02YL000-24370,02YL000-578
02YL000-5812,02YL000-579
02YL000-4206,02YL000-582
02YL000-20473,02YL000-582
02YL000-17720,02YL000-584
02YL000-20978,02YL000-584
02YL000-15978,02YL000-585
02YL000-19211,02YL000-585
02YL000-8041,02YL000-586
02YL000-23771,02YL000-587
02YL000-8979,02YL000-588
02YL000-14288,02YL000-589
02YL000-21244,02YL000-589
02YL000-5351,02YL000-594
02YL000-10706,02YL000-595
02YL000-789,02YL000-598
02YL000-3129,02YL000-599
02YL000-5047,02YL000-599
02YL000-15952,02YL000-600
02YL000-20361,02YL000-602
02YL000-25200,02YL000-604
02YL000-22847,02YL000-605
02YL000-9340,02YL000-607
02YL000-19318,02YL000-607
02YL000-10635,02YL000-608
02YL000-13256,02YL000-609
02YL000-16440,02YL000-610
02YL000-22821,02YL000-611
02YL000-887,02YL000-614
02YL000-13102,02YL000-616
02YL000-10134,02YL000-617
02YL000-4124,02YL000-618
02YL000-4809,02YL000-619
02YL000-5050,02YL000-619
02YL000-8084,02YL000-620
02YL000-9903,02YL000-621
02YL000-12676,02YL000-622
02YL000-17511,02YL000-622
02YL000-8850,02YL000-623
02YL000-21917,02YL000-623
02YL000-12179,02YL000-624
02YL000-25044,02YL000-624
02YL000-124,02YL000-625
02YL000-17173,02YL000-626
02YL000-24075,02YL000-626
02YL000-6598,02YL000-627
02YL000-23148,02YL000-627
02YL000-4691,02YL000-628
02YL000-21693,02YL000-630
02YL000-23835,02YL000-632
02YL000-23836,02YL000-632
02YL000-7052,02YL000-635
02YL000-23776,02YL000-636
02YL000-1852,02YL000-638
02YL000-3757,02YL000-638
02YL000-5127,02YL000-641
02YL000-7957,02YL000-641
02YL000-18839,02YL000-642
02YL000-19086,02YL000-642
02YL000-20653,02YL000-643
02YL000-2407,02YL000-646
02YL000-19730,02YL000-647
02YL000-19100,02YL000-648
02YL000-21906,02YL000-648
02YL000-7383,02YL000-649
02YL000-8203,02YL000-650
02YL000-10127,02YL000-652
02YL000-23301,02YL000-652
02YL000-5068,02YL000-653
02YL000-15819,02YL000-654
02YL000-1212,02YL000-655
02YL000-17508,02YL000-655
02YL000-3327,02YL000-656
02YL000-14582,02YL000-657
02YL000-12823,02YL000-658
02YL000-22465,02YL000-659
02YL000-11407,02YL000-660
02YL000-1279,02YL000-662
02YL000-25565,02YL000-663
02YL000-14079,02YL000-664
02YL000-10653,02YL000-665
02YL000-24547,02YL000-665
02YL000-7782,02YL000-666
02YL000-17104,02YL000-666
02YL000-8597,02YL000-667
02YL000-22632,02YL000-667
02YL000-1123,02YL000-668
02YL000-22323,02YL000-668
02YL000-10914,02YL000-670
02YL000-18040,02YL000-671
02YL000-10632,02YL000-674
02YL000-880,02YL000-676
02YL000-19011,02YL000-677
02YL000-11609,02YL000-678
02YL000-16771,02YL000-679
02YL000-3945,02YL000-680
02YL000-21018,02YL000-682
02YL000-16036,02YL000-683
02YL000-21463,02YL000-683
02YL000-27162,02YL000-684
02YL000-12490,02YL000-685
02YL000-10582,02YL000-686
02YL000-13208,02YL000-687
02YL000-14899,02YL000-687
02YL000-9531,02YL000-688
02YL000-5359,02YL000-689
02YL000-15372,02YL000-691
02YL000-19194,02YL000-691
02YL000-9372,02YL000-692
02YL000-20605,02YL000-692
02YL000-11747,02YL000-693
02YL000-22417,02YL000-693
02YL000-19653,02YL000-694
02YL000-4905,02YL000-695
02YL000-10268,02YL000-700
02YL000-15459,02YL000-701
02YL000-21723,02YL000-702
02YL000-3452,02YL000-703
02YL000-15911,02YL000-704
02YL000-22026,02YL000-706
02YL000-925,02YL000-708
02YL000-25196,02YL000-708
02YL000-15507,02YL000-710
02YL000-10006,02YL000-713
02YL000-24713,02YL000-714
02YL000-19105,02YL000-715
02YL000-2338,02YL000-716
02YL000-9226,02YL000-718
02YL000-8788,02YL000-719
02YL000-17002,02YL000-720
02YL000-20468,02YL000-721
02YL000-22098,02YL000-723
02YL000-10088,02YL000-725
02YL000-19474,02YL000-725
02YL000-19411,02YL000-728
02YL000-7127,02YL000-729
02YL000-6050,02YL000-731
02YL000-15163,02YL000-732
02YL000-21729,02YL000-733
02YL000-22433,02YL000-735
02YL000-12729,02YL000-736
02YL000-16608,02YL000-736
02YL000-16182,02YL000-738
02YL000-1758,02YL000-740
02YL000-102,02YL000-741
02YL000-18019,02YL000-741
02YL000-19533,02YL000-743
02YL000-20717,02YL000-744
02YL000-24369,02YL000-746
02YL000-2719,02YL000-747
02YL000-13076,02YL000-749
02YL000-23864,02YL000-751
02YL000-6165,02YL000-752
02YL000-7018,02YL000-752
02YL000-13459,02YL000-753
02YL000-7565,02YL000-754
02YL000-12537,02YL000-755
02YL000-18866,02YL000-756
02YL000-10941,02YL000-757
02YL000-20085,02YL000-758
02YL000-3884,02YL000-759
02YL000-6560,02YL000-760
02YL000-13997,02YL000-761
02YL000-5464,02YL000-762
02YL000-22456,02YL000-762
02YL000-20317,02YL000-764
02YL000-7081,02YL000-765
02YL000-3944,02YL000-767
02YL000-5137,02YL000-768
02YL000-21869,02YL000-771
02YL000-26892,02YL000-772
02YL000-8451,02YL000-773
02YL000-11345,02YL000-773
02YL000-11949,02YL000-774
02YL000-564,02YL000-775
02YL000-8922,02YL000-777
02YL000-20230,02YL000-778
02YL000-15787,02YL000-779
02YL000-17793,02YL000-780
02YL000-15168,02YL000-781
02YL000-20251,02YL000-781
02YL000-17,02YL000-783
02YL000-1757,02YL000-783
02YL000-1871,02YL000-784
02YL000-20279,02YL000-784
02YL000-17380,02YL000-785
02YL000-22056,02YL000-787
02YL000-22223,02YL000-787
02YL000-24840,02YL000-789
02YL000-5195,02YL000-790
02YL000-19509,02YL000-790
02YL000-19119,02YL000-793
02YL000-24960,02YL000-794
02YL000-5238,02YL000-796
02YL000-21320,02YL000-797
02YL000-10307,02YL000-799
02YL000-24876,02YL000-799
02YL000-5917,02YL000-800
02YL000-4506,02YL000-801
02YL000-3698,02YL000-803
02YL000-8782,02YL000-804
02YL000-16641,02YL000-804
02YL000-729,02YL000-805
02YL000-2337,02YL000-805
02YL000-22705,02YL000-808
02YL000-7086,02YL000-809
02YL000-14136,02YL000-809
02YL000-25335,02YL000-810
02YL000-3847,02YL000-811
02YL000-20696,02YL000-812
02YL000-4922,02YL000-813
02YL000-2490,02YL000-814
02YL000-16132,02YL000-815
02YL000-16449,02YL000-818
02YL000-19553,02YL000-819
02YL000-12746,02YL000-820
02YL000-16545,02YL000-822
02YL000-868,02YL000-823
02YL000-8918,02YL000-823
02YL000-19984,02YL000-824
02YL000-18594,02YL000-825
02YL000-25326,02YL000-828
02YL000-15197,02YL000-830
02YL000-644,02YL000-831
02YL000-21206,02YL000-832
02YL000-23702,02YL000-832
02YL000-4288,02YL000-834
02YL000-13959,02YL000-835
02YL000-6041,02YL000-836
02YL000-13799,02YL000-836
02YL000-2800,02YL000-837
02YL000-18325,02YL000-838
02YL000-24583,02YL000-838
02YL000-665,02YL000-839
02YL000-18012,02YL000-839
02YL000-11087,02YL000-841
02YL000-16889,02YL000-841
02YL000-15164,02YL000-843
02YL000-21257,02YL000-844
02YL000-24325,02YL000-844
02YL000-4052,02YL000-846
02YL000-9852,02YL000-847
02YL000-26298,02YL000-848
02YL000-23082,02YL000-849
02YL000-2052,02YL000-850
02YL000-7909,02YL000-851
02YL000-14407,02YL000-852
02YL000-24140,02YL000-853
02YL000-15602,02YL000-855
02YL000-17406,02YL000-856
02YL000-11153,02YL000-857
02YL000-16971,02YL000-858
02YL000-22652,02YL000-859
02YL000-24498,02YL000-859
02YL000-7402,02YL000-860
02YL000-23367,02YL000-862
02YL000-8800,02YL000-863
02YL000-7461,02YL000-864
02YL000-12484,02YL000-866
02YL000-2773,02YL000-867
02YL000-24998,02YL000-867
02YL000-2853,02YL000-868
02YL000-1001,02YL000-870
02YL000-3309,02YL000-871
02YL000-22801,02YL000-871
02YL000-20462,02YL000-872
02YL000-1714,02YL000-873
02YL000-15561,02YL000-874
02YL000-13809,02YL000-875
02YL000-22983,02YL000-875
02YL000-5446,02YL000-876
02YL000-6894,02YL000-878
02YL000-19026,02YL000-879
02YL000-23176,02YL000-879
02YL000-23900,02YL000-880
02YL000-20211,02YL000-881
02YL000-14101,02YL000-883
02YL000-18292,02YL000-884
02YL000-7068,02YL000-885
02YL000-16151,02YL000-885
02YL000-10354,02YL000-886
02YL000-1221,02YL000-888
02YL000-1071,02YL000-889
02YL000-12762,02YL000-893
02YL000-2264,02YL000-895
02YL000-3702,02YL000-899
02YL000-6742,02YL000-900
02YL000-19264,02YL000-900
02YL000-17118,02YL000-902
02YL000-1921,02YL000-903
02YL000-14472,02YL000-904
02YL000-2033,02YL000-905
02YL000-22260,02YL000-905
02YL000-1308,02YL000-906
02YL000-5807,02YL000-906
02YL000-12847,02YL000-907
02YL000-21553,02YL000-908
02YL000-3676,02YL000-909
02YL000-15844,02YL000-909
02YL000-19403,02YL000-911
02YL000-4911,02YL000-913
02YL000-5966,02YL000-914
02YL000-23919,02YL000-914
02YL000-6899,02YL000-916
02YL000-24523,02YL000-916
02YL000-19382,02YL000-919
02YL000-19008,02YL000-920
02YL000-23991,02YL000-923
02YL000-7133,02YL000-924
02YL000-5087,02YL000-925
02YL000-24376,02YL000-925
02YL000-8238,02YL000-926
02YL000-12958,02YL000-927
02YL000-9502,02YL000-928
02YL000-14173,02YL000-929
02YL000-23730,02YL000-930
02YL000-26928,02YL000-931
02YL000-5010,02YL000-934
02YL000-23496,02YL000-934
02YL000-4587,02YL000-935
02YL000-333,02YL000-936
02YL000-3872,02YL000-939
02YL000-15395,02YL000-940
02YL000-13766,02YL000-941
02YL000-22130,02YL000-941
02YL000-17181,02YL000-944
02YL000-23441,02YL000-944
02YL000-740,02YL000-945
02YL000-23088,02YL000-945
02YL000-4690,02YL000-946
02YL000-16544,02YL000-946
02YL000-12604,02YL000-947
02YL000-21489,02YL000-949
02YL000-10435,02YL000-950
02YL000-19808,02YL000-951
02YL000-5620,02YL000-952
02YL000-19953,02YL000-956
02YL000-9914,02YL000-957
02YL000-6464,02YL000-958
02YL000-16879,02YL000-959
02YL000-6359,02YL000-960
02YL000-11749,02YL000-960
02YL000-22591,02YL000-961
02YL000-4151,02YL000-962
02YL000-10129,02YL000-963
02YL000-1988,02YL000-966
02YL000-25091,02YL000-967
02YL000-8537,02YL000-968
02YL000-13468,02YL000-969
02YL000-13351,02YL000-970
02YL000-20999,02YL000-970
02YL000-2812,02YL000-971
02YL000-4801,02YL000-971
02YL000-13336,02YL000-972
02YL000-19543,02YL000-972
02YL000-6234,02YL000-973
02YL000-18442,02YL000-973
02YL000-9909,02YL000-974
02YL000-7558,02YL000-978
02YL000-15419,02YL000-980
02YL000-2071,02YL000-981
02YL000-11361,02YL000-982
02YL000-1272,02YL000-984
02YL000-8485,02YL000-984
02YL000-1918,02YL000-985
02YL000-18246,02YL000-985
02YL000-13485,02YL000-986
02YL000-11722,02YL000-988
02YL000-2878,02YL000-989
02YL000-23994,02YL000-990
02YL000-3550,02YL000-991
02YL000-21993,02YL000-991
02YL000-14552,02YL000-993
02YL000-19632,02YL000-993
