Unnamed: 0,CrossingId,Group,Number,StructureType,CrossingName,Date,RoadName,Latitude,Longitude,Fish Spp,Barriers up/downstream?,Further Assesment Required?,Shape,Material,Diameter (m),Wet width (m),High Water mark (cm),Inlet depth (cm),Outlet depth (cm),Inlet El (m),Outlet El (m),Length (m),Slope (%),Outflow drop (cm),Outflow pool depth (cm),Plunge factor (1.5x),Condition,Notes,DFO Comments,Obstruction?,Sent_to_Reg_Review,Monitoring & Occurences Unit Update,Added to pick list?,Issue,Action Required,geometry,segment_id,dist_meters
259,IBEC30,IBEC,30,Culvert,Business Pond Culvert 01,2019-10-17,Route 320,49.14022222,-53.62819444,Trout,Yes,Yes,round,CSP,,,,,,0.7,,,,,,,poor,Grill for beavers fallen down in front  of inlet so no practical use. Natural bottom exposed as culvert bottom rusted away.,BEAVER GRATE PRESENT THO NOT IN USE,Incomplete,,,YES,Missing data,As a rusted out bottom is not a natural condition - recommend collecting as much Section 2 data as possible.,POINT (-53.62819444 49.14022222),02YL000-24807,243034.622848904
260,IBEC31,IBEC,31,Culvert,Brookfield Hospital Culvert 01,2019-10-17,Main St/Hwy 26,49.13405556,-52.40941667,Trout,no,Yes,round,CSP,1.62,0.94,44,19.5,10,0.885,1,14.876,0.773057273,5,23,4.6,good,two culverts present on site. One larger with water flow and the other smaller without water flow. Larger one assessed.,CULVERT SLOPE GREATHER THAN 0.5% SO MAY BE BARRIER,Maybe,,,NO,,,POINT (-52.40941667 49.13405556),02YL000-3190,330990.266521199
261,IBEC32,IBEC,32,Culvert,Norton'S Cove Culvert 01,2019-10-17,Hwy 26,49.13966667,-52.41725,Trout,no,No,,,,,,,,,,,,,,,good,Culvert outlet flowing into ocean.,,No,,,NO,,,POINT (-52.41725 49.13966667),02YL000-3190,330314.6189783
262,IBEC33,IBEC,33,Culvert,Wesleyville Culvert 01,2019-10-17,Hwy 26,49.14911111,-52.44880556,Trout,Yes,No,,,,,,,,,,,,,,,poor,,BACKWATERED,No,,,NO,,,POINT (-52.44880556 49.14911111),02YL000-3190,327859.248479023
263,IBEC34,IBEC,34,Culvert,Pound Cove Culvert 01,2019-10-17,Route 330,49.16788889,-52.44522222,Trout,Yes,Yes,round,CSP,1.2,1.04,36,29,33.5,0.49,1,19.136,2.665133779,,30,,good,"Two culverts present on site. Both with water flow, one larger with heavier water flow at a lower elevation was assessed. Huge slope. Other smaller culvert is high out of the water with a large outfflow drop.",SLOPE MAY RESULT IN BARRIER AS GREATER THAN 1.5%,Yes,2020-07-13,,NO,,,POINT (-52.44522222 49.16788889),02YL000-3190,327751.958226646
264,IBEC35,IBEC,35,Culvert,Pound Cove Culvert 02,2019-10-17,Circular Road,49.16819444,-52.44644444,Trout,no,No,,,,,,,,,,,,,,,fair,Two culverts present on site. Both with water flow. Culvert on right at inlet assessed.,NOT BACKWATERED- TURBULENT FLOW AND INLET VELOCITY COULD BE HIGH,Incomplete,,,YES,Culvert is not backwatered,Fill in Section 2 and resubmit.,POINT (-52.44644444 49.16819444),02YL000-3190,327658.232837372
265,IBEC36,IBEC,36,Culvert,Pound Cove Culvert 03,2019-10-17,Route 330,49.17252778,-52.44302778,Trout,no,Yes,round,CSP,1.6,1.06,55,13.5,29.5,0.71,0.93,27.754,0.792678533,,23,,good,,SLOPE MAY RESULT IN BARRIER,Maybe,,,NO,,,POINT (-52.44302778 49.17252778),02YL000-3190,327821.665490123
266,IBEC37,IBEC,37,Culvert,Pound Cove Culvert 04,2019-10-22,Route 330,49.17252778,-53.55905556,Trout,no,Yes,round,CSP,2.38,0.94,45,14,10,0.93,1.14,21.094,0.995543757,9,31,3.444444444,good,"Double culvert, one main (large), smaller for heavy waters",SLOPE may result in BARRIER TO MIGRATION,Maybe,,,NO,,,POINT (-53.55905556 49.17252778),02YL000-24807,247415.01585243
267,IBEC38,IBEC,38,Culvert,Pound Cove Culvert 05,2019-10-22,Route 330,49.17852778,-53.559,Trout,no,Yes,round,CSP,1.14,0.64,27,4.5,7.5,0.715,1.07,20.247,1.753346175,49,35,0.714285714,good,,SLOPE AND OUTFLOW DROP (in excess of 40 cm) INDICATE BARRIER TO MIGRATION,Yes,2020-07-13,,NO,,,POINT (-53.559 49.17852778),02YL000-24807,247314.942368384
268,IBEC39,IBEC,39,Culvert,Templeman Culvert 01,2019-10-22,Route 330,49.18775,-53.55416667,Trout,no,No,,,,,,,,,,,,,,,,,TIDAL INFLUENCE- NO ISSUES,No,,,NO,,,POINT (-53.55416667 49.18775),02YL000-24807,247506.848527619
269,IBEC40,IBEC,40,Culvert,Pumphouse Culvert 01,2019-10-22,Route 320,49.20911111,-53.54416667,Trout,no,Yes,round,CSP,1.32,1.3,89,35,28,Water level too high,0.835,21.347,,0,39,,poor,Natural bottom. The bottom of the culvert has completely rusted away so all measurements taken based on where bottom should be. Water level too high in culvert to get inlet elevation level. Water level was higher than normal.,"SINCE ""NATURAL BOTTOM"" LIKELY NO ISSUE BUT STILL WOULD LIKE TO DETERMINE SLOPE",No,,,NO,,,POINT (-53.54416667 49.20911111),02YL000-24807,247882.217941594
270,IBEC41,IBEC,41,Culvert,Pumphouse Culvert 02,2019-10-22,Side Road off Route 320,49.20966667,-53.54347222,Trout,no,Yes,round,CSP,0.85,0.76,44,16,19,0.51,0.72,6.144,3.41796875,0,20,,poor,,SLOPE HIGH SO LIKELY BARRIER TO FISH PASSAGE,Yes,2020-07-13,,NO,,,POINT (-53.54347222 49.20966667),02YL000-24807,247923.644629917
271,IBEC42,IBEC,42,Culvert,Pumphouse Culvert 03,2019-10-22,Route 320,49.23283333,-53.55116667,Trout,Yes,Yes,round,CSP,1.3,1.27,68,82,33,"Culvert is blocked by beaver dam. Very very high water on inlet, approx 90% of diameter. Team felt it was not safe to take measurements",,,,,34,,poor,"Fish present in culvert . Inlet has partial grill but not working beaver has culvert completely blocked see pictures, fish trapped at outlet",beaver dam in culvert blocking fish passage,Yes,2020-07-13,,YES,No slope data,COLLECT DATA ONCE BEAVER GRATE/BLOCKAGE REMOVED,POINT (-53.55116667 49.23283333),02YL000-24807,247018.913374855
272,IBEC43,IBEC,43,Culvert,Lumsden North Culvert 01,2019-10-22,Northside Rd,49.30811111,-53.61511111,Trout,no,No,,,,,,,,,,,,,,,,,backwatered or tidal,No,,,NO,,,POINT (-53.61511111 49.30811111),02YL000-3190,241104.158192628
273,IBEC44,IBEC,44,Culvert,Deadman'S Bay Culvert 01,2019-10-22,Route 330,49.32366667,-53.69447222,Trout,no,No,,,,,,,,,,,,,,,,"DFO asked team to revisit this site and complete Section 2, as it did not appear backwatered. Revisited on Dec 2/19 but they said it appeared backwatered and water levels too high at inlet and outlet to do assessment. Blocked off by some sort of road. Beaver grate over inlet","NEED PHOTOS OF BACKWATERING.  PHOTOS PROVIDED SHOW DRY CULVERT AT INLET END_x000D_
BEAVER GRATE WILL IMPEDE FISH PASSAGE, DEPENDING ON GRATING SIZE",Yes,2020-07-13,,NO,,,POINT (-53.69447222 49.32366667),02YL000-3190,235139.420854098
274,IBEC45,IBEC,45,Culvert,Deadman'S Bay Culvert 02,2019-10-22,Route 330,49.32622222,-53.698,Trout,no,No,,,,,,,,,,,,,,,,,backwatered or tidal,No,,,NO,,,POINT (-53.698 49.32622222),02YL000-3190,234844.307007027
275,IBEC46,IBEC,46,Culvert,Deadman'S Bay Culvert 03,2019-10-22,Route 330,49.32938889,-53.70188889,Trout,no,No,,,,,,,,,,,,,,,,,backwatered or tidal,No,,,NO,,,POINT (-53.70188889 49.32938889),02YL000-3190,234513.728035252
276,IBEC47,IBEC,47,Culvert,Coast Road Culvert 01,2019-10-24,Route 330,49.39313889,-53.81644444,Trout,no,No,,,,,,,,,,,,,,,,,backwatered or tidal,No,,,NO,,,POINT (-53.81644444 49.39313889),02YL000-3190,225338.738713046
277,IBEC48,IBEC,48,Culvert,Coast Road Culvert 02,2019-10-24,Route 330,49.40633333,-53.85613889,Trout,no,Yes,round,CSP,2.94,0.63,26,6.5,2,1.01,1.65,27.618,2.317329278,15,32,2.133333333,good,,"STEEP SLOPE, SMALL STREAM WITH LOW WATER RESULTING IN POTENTIAL BARRIER",Yes,2020-07-13,,NO,,,POINT (-53.85613889 49.40633333),02YL000-3190,222308.834657556
278,IBEC49,IBEC,49,Culvert,Musgrave Harbour Culvert 01,2019-10-23,Main Street,49.44055556,-53.93108333,Trout,no,No,,,,,,,,,,,,,,,,BACKWATERED OR TIDAL,,No,,,NO,,,POINT (-53.93108333 49.44055556),02YL000-3190,216507.272552687
279,IBEC50,IBEC,50,Culvert,Musgrave Harbour Culvert 02,2019-10-23,Main Street,49.44394444,-53.94108333,Trout,no,No,,,,,,,,,,,,,,,,Double culvert but second culvert is very damaged. Looks to be unravelled as shown in pictures,LOOKS LIKE SUBSTANTIAL VELOCITY AT INLET. THIS IS NOT BACKWATERED AND LIKELY SHOULD HAVE BEEN SURVEYED,Incomplete,,,YES,DOES NOT LOOK BACKWATERED,"REVIEW/VERIFY. If not backwatered, fill in Section 2 and resubmit.",POINT (-53.94108333 49.44394444),02YL000-3190,215749.566800119
280,IBEC51,IBEC,51,Culvert,Musgrave Harbour Culvert 03,2019-10-23,Route 330,49.42566667,-54.01494444,Trout,Possibly,No,,,,,,,,,,,,,,,,"Beaver house which indicates dam somewhere, however dam is not in culvert",BACKWATERED,No,,,NO,,,POINT (-54.01494444 49.42566667),02YL000-3190,210618.892138808
281,IBEC52,IBEC,52,Culvert,Musgrave Harbour Culvert 04,2019-10-23,Route 330,49.41797222,-54.03075,Trout,no,Yes,round,CSP,2,1.65,,75,50,1.155,1.475,28.157,1.136484711,0,58,,good,"New culvert, no high water mark.",SLOPE MAY RESULT IN VELOCITY BARRIER,Maybe,,,NO,,,POINT (-54.03075 49.41797222),02YL000-3190,209569.870408243
282,IBEC53,IBEC,53,Culvert,Musgrave Harbour Culvert 05,2019-10-23,Route 330,49.38897222,-54.06380556,Trout,no,Yes,round,CSP,1.96,1.5,,53,40,0.895,1.12,23.627,0.952300334,0,43,,good,Brand new culvert. Nicely done. Looks natural,SLOPE MAY RESULT IN VELOCITY BARRIER,Maybe,,,NO,,,POINT (-54.06380556 49.38897222),02YL000-3190,207564.173929647
283,IBEC54,IBEC,54,Culvert,Musgrave Harbour Culvert 06,2019-10-23,Route 330,49.38855556,-54.07833333,Trout,no,Yes,round,CSP,2.46,1.1,42.5,18.5,12.5,0.73,0.87,29.719,0.471079108,9,52,5.777777778,good,,,No,,,NO,,,POINT (-54.07833333 49.38855556),02YL000-3190,206523.423903925
284,IBEC55,IBEC,55,Culvert,Aspen Cove Culvert 01,2019-10-23,Aspen Cove Road,49.40208333,-54.10380556,Trout,Yes,Yes,round,CSP,0.96,0.48,36.5,,5,NIL,NIL,12.186,,0,27,,,"Double culvert, both have beaver grates, both are completely by beaver dam. Could not access inlet due to blackage and high water",BEAVER GRATE BLOCKS FISH PASSAGE,Yes,2020-07-13,,NO,,,POINT (-54.10380556 49.40208333),02YL000-3190,204503.677230405
285,IBEC56,IBEC,56,Culvert,Aspen Cove Culvert 02,2019-10-23,Aspen Cove Road,49.41069444,-54.09094444,Trout,no,Yes,round,CSP,0.98,0.61,24,10,10,0.54,0.655,14.024,0.820022818,0,32,,fair,Collapsed  towards outlet,SLOPE IN CONCERN RANGE BUT WATER FLOW GOOD AT THIS POINT- MONITOR?,Maybe,,,NO,,,POINT (-54.09094444 49.41069444),02YL000-3190,205318.938862713
286,IBEC57,IBEC,57,Culvert,Aspen Cove Culvert 03,2019-10-23,Route 330,49.38816667,-54.13705556,Trout,no,Yes,round,CSP,1,0.7,24,15,12.5,0.65,0.845,20.864,0.934624233,0,41.5,,good,,SLOPE MAY RESULT IN VELOCITY BARRIER,Maybe,,,NO,,,POINT (-54.13705556 49.38816667),02YL000-3190,202299.390518822
287,IBEC58,IBEC,58,Culvert,Aspen Cove Culvert 04,2019-10-23,Route 330,49.38752778,-54.13869444,Trout,no,Yes,round,CSP,1,0.56,,10,5,0.58,0.65,21.101,0.331737832,4.5,38,8.444444444,good,No distinct high water mark. Protective coating over culvert,SLOPE OKAY AND PERCHING MINIMAL- AT HIGHWATER LIKELY NO PERCHING,No,,,NO,,,POINT (-54.13869444 49.38752778),02YL000-3190,202190.463134438
288,IBEC59,IBEC,59,Culvert,Aspen Cove Culvert 05,2019-10-29,Aspen Cove Road,49.46038889,-54.08397222,Trout,Yes,No,,,,,,,,,,,,,,,,Inlet must pick up water from ocean coming over beach or beneath it,NO PHOTOS AVAILABLE,Incomplete,,,YES,no photos,Submit photos,POINT (-54.08397222 49.46038889),02YL000-3190,205264.171942835
289,IBEC60,IBEC,60,Beaver Dam,Laddle Cove Barrier 01,2019-10-29,Aspen Cove Road,49.46752778,-54.04036111,Trout,Yes,,,,,,,,,,,,,,,,,"Major, well done dam blocking water + fish access to culvert. Water level is rising quickly. Suspect will reach edge of road soon (highway issue)
Couldn't access culvert to do any measurments",BEAVER GRATE RESULTS IN BARRIER,Yes,2020-07-13,,NO,,,POINT (-54.04036111 49.46752778),02YL000-3190,208346.801006554
290,IBEC61,IBEC,61,Beaver Dam,Aspen Cove Barrier 01,2019-10-29,Aspen Cove Road,49.4635,-54.07991667,Trout,no,,,,,,,,,,,,,,,,,Culvert which is completely blocked by a beaver grate but is not helping (see pictures),,Incomplete,,,YES,Missing data - is this due to the beaver grate & beaver activity?,revisit site and collect data if feasible,POINT (-54.07991667 49.4635),02YL000-3190,205527.114003962
291,IBEC62,IBEC,62,Culvert,Carmenville Culvert 01,2019-10-29,Route 330,49.36966667,-54.18380556,Trout,no,Yes,round,CSP,1.18,0.65,,3,7,0.31,0.725,20.324,2.041920882,0,10,,good,No distinct high water mark due to protective cover,SLOPE MAY RESULT IN BARRIER,Maybe,,,NO,,,POINT (-54.18380556 49.36966667),02YL000-3190,199209.590844125
292,IBEC63,IBEC,63,Culvert,Carmenville Culvert 02,2019-10-29,Route 330,49.35530556,-54.25016667,Trout,Yes,No,,,,,,,,,,,,,,,,,CAN'T CONFIRM THIS IS BACKWATERED- NEED TO VERIFY,Incomplete,,,YES,Can't confirm culvert is backwatered based on photos.,check backwatering and fill in Section 2 & resubmit if required.,POINT (-54.25016667 49.35530556),02YL000-3190,194670.601809095
293,IBEC64,IBEC,64,Culvert,Carmenville Culvert 03,2019-10-29,Route 330,49.38097222,-54.28066667,Trout,no,No,,,,,,,,,,,,,,,,"Triple culvert, all back watered. No issue for fish movement or water flow",,No,,,NO,,,POINT (-54.28066667 49.38097222),02YL000-3190,192068.554586383
294,IBEC65,IBEC,65,Culvert,Carmenville Culvert 04,2019-10-29,Route 330,49.38125,-54.28138889,Trout,no,Yes,round,CSP,1.17,0.42,32,4.5,3.5,0.685,0.905,18.78,1.171458999,11,48.5,4.409090909,good,,SLOPE MAY RESULT IN BARRIER,Maybe,,,NO,,,POINT (-54.28138889 49.38125),02YL000-3190,192012.376282858
295,IBEC66,IBEC,66,Culvert,Carmenville Culvert 05,2019-10-29,Route 330,49.38183333,-54.28225,Trout,no,No,,,,,,,,,,,,,,,,Black protection on culvert,,No,,,NO,,,POINT (-54.28225 49.38183333),02YL000-3190,191941.571952279
296,IBEC67,IBEC,67,Culvert,Carmenville Culvert 06,2019-10-29,Route 330,49.39983333,-54.255,Trout,no,Yes,round,CSP,0.61,0.36,31.5,1,10,,,,,,10,,good,Culvert too low for elevation measurments. Seen small fish swimming through culvert,VERY SMALL WATERCOURSE- NO FURTHER ASSESSMENT LIKELY NECESSARY,No,,,NO,,,POINT (-54.255 49.39983333),02YL000-3190,193641.16475183
297,IBEC68,IBEC,68,Culvert,Carmenville Culvert 07,2019-10-29,Route 330,49.40847222,-54.31502778,Trout,no,Yes,oval,CSP,H: 2.38 W:3.76,1.84,76,23.5,24,0.905,1.095,42.017,0.45219792,0,76,,good,Very deep at outlet could not conduct measurement safely,"SLOPE OKAY AND NO PERCHING_x000D_
NOTES SAY MEASUREMENTS COULD NOT BE TAKEN?  CHECK",Incomplete,,,YES,says no outlet measurements but they are provided,check if this is correct,POINT (-54.31502778 49.40847222),02YL000-3190,189198.71859211
298,IBEC69,IBEC,69,Culvert,Fredrickton Culvert 01,2019-10-29,Route 332,49.41877778,-54.37466667,Trout,Yes,No,,,,,,,,,,,,,,,,"Double culvert. Dam in culvert, grate on both","BEAVER GRATE, SHOULD GET MEASUREMENTS",Yes,2020-07-13,,YES,Missing data due to beaver grate,Attempt to collect missing data if feasible,POINT (-54.37466667 49.41877778),02YL000-3190,184764.404260281
299,IBEC70,IBEC,70,Culvert,Beaver Cove Culvert 01,2019-10-29,Route 332,49.41186111,-54.38994444,Trout,no,No,,,,,,,,,,,,,,,,,BACKWATERED/FULL FLOW,No,,,NO,,,POINT (-54.38994444 49.41186111),02YL000-3190,183756.592590355
300,IBEC71,IBEC,71,Culvert,Davidsville Culvert 01,2019-10-29,Route 332,49.35155556,-54.42275,Trout,no,No,,,,,,,,,,,,,,,,,BORDERLINE BACKWATERED BUT IS ALSO AT HEAD OF TIDE SO LIKLEY NO BARRIER,No,,,NO,,,POINT (-54.42275 49.35155556),02YL000-3190,182347.370285439
301,IBEC72,IBEC,72,Culvert,Branch 37 Culvert 01,2019-11-01,Branch 37,49.07483333,-53.95333333,"Trout,Salmon",no,Yes,round,CSP,1.2,0.92,60,18,20,0.845,0.89,6.94,0.648414986,0,29,,good,Salmon swam through culvert as we were working or a big trout,SLOPE MAY RESULT IN BARRIER,Maybe,,,NO,,,POINT (-53.95333333 49.07483333),02YL000-24807,221176.968018365
302,IBEC73,IBEC,73,Culvert,Branch 37 Culvert 02,2019-11-01,Branch 37,49.06886111,-53.97083333,Trout,no,Yes,round,CSP,0.6,0.3,12,7.5,3,0.155,0.31,6.974,2.222540866,10,38,3.8,good,Elevation reading may be incorrect. We had problems getting outlet elevation I think due to laser bouncing off water,SLOPE likely RESULT IN BARRIER. SHOULD EXAMINE OUTLET POOL TO ENSURE PASSAGE POSSIBLE WITH PERCHING,Yes,2020-07-13,,NO,,,POINT (-53.97083333 49.06886111),02YL000-24807,220076.930266088
303,IBEC74,IBEC,74,Culvert,Camp 22 Culvert 01,2019-11-01,Old Wood Road,49.09311111,-53.93741667,Trout,no,Yes,round,CSP,1.81,0.7,61,15,11,0.67,0.72,12.679,0.394352867,0,29,,good,"Double culvert, assessed right culvert LOOKING in inlet",,No,,,NO,,,POINT (-53.93741667 49.09311111),02YL000-24807,221876.248277541
304,IBEC75,IBEC,75,Culvert,Old Road Culvert 01,2019-11-01,Old Wood Road,49.09972222,-53.93844444,Trout,no,Yes,round,CSP,0.6,0.42,27,11,10,0.33,,12.052,-2.738134749,0,29,,good,Double culvert assessed right looking from inlet. Could not get outlet elevation because culvert is bent in middle,MISSING OUTLET ELEVATION,Incomplete,,,YES,Missing outlet elevation,Attempt to collect missing data - measure from top of culvert? Or would slope not be representative due to the bend in the pipe?,POINT (-53.93844444 49.09972222),02YL000-24807,221649.61239845
305,IBEC76,IBEC,76,Barrier,Old Road Culvert 02,2019-11-01,Old Wood Road,49.13544444,-53.86944444,Trout,no,,,,,,,,,,,,,,,,,Old culvert which we believe has been there since the 60s. Culvert may be collapsed but definitely blocked by vegetation and rocks. Could not be accessed to do a traditional culvert  assessment. Pictures may be unclear but just shows how buried culvert is,,Incomplete,,,YES,Missing data,"FOLLOW UP REQUIRED - Can any data be collected? If not, can fish pass through?",POINT (-53.86944444 49.13544444),02YL000-24807,225808.712643691
306,IBEC77,IBEC,77,Culvert,Rocky Ridge Culvert 01,2019-11-01,Rocky Ridge road,49.15513889,-53.85338889,Trout,Yes,No,,,,,,,,,,,,,,,,,"BEAVER GRATE BLOCKING PASSAGE, NO DATA",Yes,2020-07-13,,YES,Missing data,Attempt to collect missing data if feasible,POINT (-53.85338889 49.15513889),02YL000-24807,226563.915481991
307,IBEC78,IBEC,78,Barrier,Greenspond Old Road Culvert 01,2019-11-01,Old Wood Road,49.14355556,-53.83577778,Trout,Yes,,,,,,,,,,,,,,,,,There is a culvert however blocked by double beaver grate. Cannot do regular assessment due to coverage of grate,BEAVER GRATE BLOCKING PASSAGE,Yes,2020-07-13,,YES,Missing data,Attempt to collect missing data if feasible,POINT (-53.83577778 49.14355556),02YL000-24807,228058.458296985
308,IBEC79,IBEC,79,Culvert,Greenspond Old Road Culvert 02,2019-11-01,Greenspond Road,49.13275,-53.75886111,Trout,Yes,Yes,round,CSP,1.23,0.75,46,14,9,0.635,0.895,12.284,2.116574406,30,40,1.333333333,good,Double culvert,HIGH SLOPE AND PERCHING ISSUES- BARRIER,Yes,2020-07-13,,NO,,,POINT (-53.75886111 49.13275),02YL000-24807,233797.493453236
309,IBEC80,IBEC,80,Barrier,Greenspond Old Road Culvert 03,2019-11-01,Greenspond Road (Dirt Road),49.12991667,-53.75575,Trout,no,,,,,,,,,,,,,,,,,"Culvert is blocked by beaver grate and vegetation. Could not accessed to do traditional assessment, natural bottom in culvert",BEAVER GRATE = PASSAGE ISSUES,Yes,2020-07-13,,YES,Missing data,COLLECT DATA ONCE BEAVER GRATE/BLOCKAGE REMOVED,POINT (-53.75575 49.12991667),02YL000-24807,234078.502051795
310,IBEC81,IBEC,81,Culvert,Ten Mile Pond Culvert 01,2019-11-05,Ten Mile Pond Branch (Woods Road),49.16694444,-53.90141667,Trout,Yes,No,,,,,,,,,,,,,,,,,BACKWATERED BY BEAVER- MAY REQUIRE FURTHER ASSESSMENT IF BEAVER MOVES ON,No,,,NO,,,POINT (-53.90141667 49.16694444),02YL000-24807,222884.808769601
311,IBEC82,IBEC,82,Culvert,Old Road Valley Field Branch Culvert 01,2019-11-05,Valley Field Branch,49.15041667,-53.75488889,Trout,no,No,,,,,,,,,,,,,,,,"Stream coming over road about 20 feet away. Could probably use a second culvert, inlet has partial beaver grate",FLOW OUT OF OUTLET LOOKS TOO FAST TO BE BACKWATERED- SHOULD HAVE DATA,Incomplete,,,YES,Outlet flow looks to fast to be backwatered.,Fill in Section 2 and resubmit.,POINT (-53.75488889 49.15041667),02YL000-24807,233732.016221912
312,IBEC83,IBEC,83,Barrier,Old Road Valley Field Branch Culvert 02,2019-11-05,Valley Field Branch,49.15038889,-53.73005556,Trout,Possible beaver dam,,,,,,,,,,,,,,,,,"Beaver has completely blocked culvert on both sides. Beaver houses on both sides. Cannot do assessment because culvert is blocked, see pictures.",ONCE CULVERT CLEARED DATA SHOULD BE COLLECTED,Yes,2020-07-13,,YES,Missing data,"ONCE BEAVER DAM CLEARED, COLLECT DATA",POINT (-53.73005556 49.15038889),02YL000-24807,235517.120678632
313,IBEC84,IBEC,84,Culvert,Third Brook Culvert 01,2019-11-07,"Old Road, snowmobile trail",49.074,-54.16013889,Trout,no,Yes,round,CSP,0.82,0.48,27,6,5,0.57,0.61,4.491,0.890670229,4,15.5,3.875,good,,SLOPE POSSIBLE BARRIER,Maybe,,,NO,,,POINT (-54.16013889 49.074),02YL000-24807,206476.826212827
314,Inrervale W1,Inrervale W,1,Culvert,Pellys Brook Culvert 01,2019-09-19,Brook St,48.51261,-58.42665,Trout,no,Yes,arch,CSP,3.80 W x 2.35 H,2.48,26,24,10,1.7,1.99,15.1,1.920529801,0,12,,good,Tributary to Harry's River. Boulders ranging from 300-500mm throughout bottom of arch.,SLOPE STEEP MAY BE BARRIER  THO PRESENCE OF BOULDERS IN CULVERT MAY ALLEVIATE VELOCITY AND PERMIT PASSAGE- IF BOULDERS STAY IN PLACE AND ARE NOT CONSTANTLY DISLODGED,Maybe,,,NO,,,POINT (-58.42665 48.51261),02YL000-16458,43383.1706353372
315,Inrervale W2,Inrervale W,2,Culvert,Pellys Brook Culvert 02,2019-10-15,Trailway,48.517743,-58.43124,Trout,no,No,,,,,,,,,,,,,,,,Tributary to Harry's River. Due to rains the water level is high and is flowing through alder beds. Looks like there are no issues with fish passage.,,No,,,NO,,,POINT (-58.43124 48.517743),02YL000-16458,43105.6363041332
316,Inrervale W3,Inrervale W,3,Culvert,Pellys Brook Culvert 03,2019-10-15,Rt 460,48.549718,-58.422214,Trout,no,Yes,round,CSP,1.5,1.5,57,100,57,4.01,4.3,21.5,1.348837209,0,91,,good,"Tributary to Harry's River. Culvert is backwatered but beaver gates installed by DOT are likely blocking fish passage. Beaver dam downstream was removed, and there is a partial beaver blockage inside culvert near inlet. Active beavers in area.","SLOPE MAY RESULT IN BARRIER, BEAVER GRATE IS BARRIER",Yes,2020-07-13,,NO,,,POINT (-58.422214 48.549718),02YL000-16458,39838.7009176559
317,Inrervale W4,Inrervale W,4,Culvert,Rushy's Brook Culvert 01,2019-09-19,"White's rd, Rt 460",48.556217,-58.407994,"Trout,Salmon",Yes,Yes,round,CSP/concrete,3.76,1.4,25,10,18,1.81,2.5,47.8,1.443514644,0,50,,good,Barrier downstream - gabion baskets placed in 2018 concrete bottom placement repair. Adjacent un-stabilized bank material is slumping into the channel and blocking fish passage. High velocity through culvert - no baffles. Tributary to Harry's River.,,Yes,2020-01-01,Visited last fall and plan was to visit this spring after spring runoff to assess possible removal of gabions by mother nature. Fish passage is probably not significantly impeded but gabions are not really doing anything other than holding up debris and directing flow towards unstable stream bank.,NO,,,POINT (-58.407994 48.556217),02YL000-16458,38631.2856701693
318,Inrervale W5,Inrervale W,5,Culvert,Trout Brook Culvert 01,2019-09-19,TCH,48.60795,-58.23445,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,Tributary to Harry's River.,"NOT BACKWATERED- DATA SHOULD HAVE BEEN GATHERED. THAT BEING SAID, SUFFICIENT WATER APPEARS PRESENT FOR PASSAGE BUT SLOPE IS UNKNOWN",Incomplete,,,YES,Culvert is not backwatered.,Fill in Section 2 and resubmit.,POINT (-58.23445 48.60795),02YL000-16458,27256.2872945393
319,Inrervale W6,Inrervale W,6,Beaver Dam,Black Duck Brook Beaver dam 01,2019-09-24,Trailway,48.58329,-58.38285,Trout,no,Yes,,,,,,,,,,,,,,,,"Tributary to Harry's River. Dam is 1m wide, 9m long. Depth of pool is 1.6m, channel width is 9m. Water depth in front of dam is 25cm - dam is active.",BEAVER DAM MAY NOT BE BARRIER if HIGH FLOWS TOP THE DAM OR IT BREAKS...,Yes,,,NO,,,POINT (-58.38285 48.58329),02YL000-16458,35109.9396971732
320,Inrervale W7,Inrervale W,7,Culvert,Black Duck Brook Culvert 01,2019-09-23,Trailway,48.58252,-58.38377,Trout,no,Yes,round,CSP,3.1,1.4,39,20,12,1.38,1.34,12,-0.333333333,0,25,,good,"Tributary to Harry's River. Culvert is opened a bit on bottom, at band (see photo).",,No,,,NO,,,POINT (-58.38377 48.58252),02YL000-16458,35219.1457496715
321,Inrervale W8,Inrervale W,8,Culvert,Black Duck Brook Culvert 02,2019-10-15,Black Duck Resource rd,48.591233,-58.389803,Trout,no,No,,,,,,,,,,,,,,,,"Tributary to Harry's River. A tree has fallen across the brook just downstream of the culverts, but is not blocking fish passage.",,No,,,NO,,,POINT (-58.389803 48.591233),02YL000-16458,34726.8012900124
322,Inrervale W9,Inrervale W,9,Culvert,Gallants Brook Culvert 01,2019-09-30,"Main St, Gallants",48.70689,-58.23436,Trout,no,Yes,round,CSP,1.8,1.2,50,20,20,2.73,3.28,12,4.583333333,30,100,3.333333333,poor,Tributary to Harry's River. 1600mm CSP culvert with a diameter of 1800mm (3m length) is attached to outlet - walls have multiple dents with surface rust. Outlet section seemes to be letting go. Culvert inlet has dropped below ground causing depth of water to be increased.,SLOPE AND PERCHING (30 CM) MAY RESULT IN BARRIER. WATERCOURSE LOOKS STEEP AS WELL SO CULVERT INSTALL MAY BE CHALLENGING...,Yes,2020-07-13,,NO,,,POINT (-58.23436 48.70689),02YL000-16458,17557.3872467458
