,geometry,junction_id,lon,lat
16065,"(-57.0245771, 49.6482729)",02YL000-16065,-57.0245771,49.6482729
16066,"(-57.5802923, 49.5155343)",02YL000-16066,-57.5802923,49.5155343
16067,"(-57.0442239, 49.662041)",02YL000-16067,-57.0442239,49.662041
16068,"(-57.0707792, 49.4767422)",02YL000-16068,-57.0707792,49.4767422
16069,"(-58.3620074, 49.0494722)",02YL000-16069,-58.3620074,49.0494722
16070,"(-57.22157, 49.4560131)",02YL000-16070,-57.22157,49.4560131
16071,"(-57.0183358, 49.616004)",02YL000-16071,-57.0183358,49.616004
16072,"(-57.1394249, 49.6258415)",02YL000-16072,-57.1394249,49.6258415
16073,"(-57.1774451, 49.4395498)",02YL000-16073,-57.1774451,49.4395498
16074,"(-57.4352504, 49.2529761)",02YL000-16074,-57.4352504,49.2529761
16075,"(-57.4592567, 49.5304303)",02YL000-16075,-57.4592567,49.5304303
16076,"(-57.645157, 49.1380707)",02YL000-16076,-57.645157,49.1380707
16077,"(-56.9509774, 49.6191155)",02YL000-16077,-56.9509774,49.6191155
16078,"(-57.104834, 49.5472873)",02YL000-16078,-57.104834,49.5472873
16079,"(-57.7733954, 49.2108827)",02YL000-16079,-57.7733954,49.2108827
16080,"(-57.2368649, 49.3770615)",02YL000-16080,-57.2368649,49.3770615
16081,"(-57.2396205, 49.3132999)",02YL000-16081,-57.2396205,49.3132999
16082,"(-57.4254555, 49.6096131)",02YL000-16082,-57.4254555,49.6096131
16083,"(-57.9647004, 49.0207109)",02YL000-16083,-57.9647004,49.0207109
16084,"(-57.0197967, 49.6906889)",02YL000-16084,-57.0197967,49.6906889
16085,"(-57.5664548, 49.6685433)",02YL000-16085,-57.5664548,49.6685433
16086,"(-57.5754884, 49.7449042)",02YL000-16086,-57.5754884,49.7449042
16087,"(-57.6299166, 49.0192746)",02YL000-16087,-57.6299166,49.0192746
16088,"(-57.1991076, 49.6666612)",02YL000-16088,-57.1991076,49.6666612
16089,"(-57.5956359, 49.5900425)",02YL000-16089,-57.5956359,49.5900425
16090,"(-57.1247951, 49.6425701)",02YL000-16090,-57.1247951,49.6425701
16091,"(-57.4897835, 49.6343397)",02YL000-16091,-57.4897835,49.6343397
16092,"(-57.6616579, 49.2272923)",02YL000-16092,-57.6616579,49.2272923
16093,"(-57.4868323, 49.5477777)",02YL000-16093,-57.4868323,49.5477777
16094,"(-57.3675138, 49.7474106)",02YL000-16094,-57.3675138,49.7474106
16095,"(-57.3712364, 49.2232951)",02YL000-16095,-57.3712364,49.2232951
16096,"(-57.5789017, 49.6809119)",02YL000-16096,-57.5789017,49.6809119
16097,"(-58.0946536, 48.8350096)",02YL000-16097,-58.0946536,48.8350096
16098,"(-57.4984168, 49.5132007)",02YL000-16098,-57.4984168,49.5132007
16099,"(-57.5043263, 49.5924582)",02YL000-16099,-57.5043263,49.5924582
16100,"(-57.2963237, 49.4351107)",02YL000-16100,-57.2963237,49.4351107
16101,"(-57.6046021, 49.5953685)",02YL000-16101,-57.6046021,49.5953685
16102,"(-57.2640948, 49.4944999)",02YL000-16102,-57.2640948,49.4944999
16103,"(-57.5500168, 49.7475571)",02YL000-16103,-57.5500168,49.7475571
16104,"(-57.4799379, 49.6553563)",02YL000-16104,-57.4799379,49.6553563
16105,"(-57.6279828, 49.6298144)",02YL000-16105,-57.6279828,49.6298144
16106,"(-57.1451999, 49.463899)",02YL000-16106,-57.1451999,49.463899
16107,"(-57.0870247, 49.6114335)",02YL000-16107,-57.0870247,49.6114335
16108,"(-57.6391679, 49.090681)",02YL000-16108,-57.6391679,49.090681
16109,"(-57.750492, 49.037338)",02YL000-16109,-57.750492,49.037338
16110,"(-57.4102734, 49.7332962)",02YL000-16110,-57.4102734,49.7332962
16111,"(-57.2722403, 49.5734079)",02YL000-16111,-57.2722403,49.5734079
16112,"(-57.6333899, 49.0332377)",02YL000-16112,-57.6333899,49.0332377
16113,"(-57.5662696, 49.5921914)",02YL000-16113,-57.5662696,49.5921914
16114,"(-57.8336785, 48.8553121)",02YL000-16114,-57.8336785,48.8553121
16115,"(-57.2756425, 49.5099349)",02YL000-16115,-57.2756425,49.5099349
16116,"(-58.0910729, 49.3067331)",02YL000-16116,-58.0910729,49.3067331
16117,"(-57.4407461, 49.4820675)",02YL000-16117,-57.4407461,49.4820675
16118,"(-58.1946639, 49.2620935)",02YL000-16118,-58.1946639,49.2620935
16119,"(-57.5977266, 48.9541024)",02YL000-16119,-57.5977266,48.9541024
16120,"(-57.4920094, 49.611021)",02YL000-16120,-57.4920094,49.611021
16121,"(-57.6177119, 49.5654015)",02YL000-16121,-57.6177119,49.5654015
16122,"(-57.4699183, 49.5400654)",02YL000-16122,-57.4699183,49.5400654
16123,"(-57.6310333, 49.5735241)",02YL000-16123,-57.6310333,49.5735241
16124,"(-56.9956038, 49.6135868)",02YL000-16124,-56.9956038,49.6135868
16125,"(-57.4029578, 49.4470568)",02YL000-16125,-57.4029578,49.4470568
16126,"(-58.4120996, 49.0709304)",02YL000-16126,-58.4120996,49.0709304
16127,"(-57.5935377, 49.5837068)",02YL000-16127,-57.5935377,49.5837068
16128,"(-57.7346292, 49.0349096)",02YL000-16128,-57.7346292,49.0349096
16129,"(-57.6715031, 49.2191735)",02YL000-16129,-57.6715031,49.2191735
16130,"(-57.2153179, 49.4595211)",02YL000-16130,-57.2153179,49.4595211
16131,"(-58.2306784, 49.0253941)",02YL000-16131,-58.2306784,49.0253941
16132,"(-57.7330048, 48.8328399)",02YL000-16132,-57.7330048,48.8328399
16133,"(-57.2358242, 49.7067023)",02YL000-16133,-57.2358242,49.7067023
16134,"(-57.1978473, 49.4767436)",02YL000-16134,-57.1978473,49.4767436
16135,"(-57.2459159, 49.5895364)",02YL000-16135,-57.2459159,49.5895364
16136,"(-57.1583672, 49.6397878)",02YL000-16136,-57.1583672,49.6397878
16137,"(-57.5082475, 49.6607115)",02YL000-16137,-57.5082475,49.6607115
16138,"(-57.3141217, 49.5600338)",02YL000-16138,-57.3141217,49.5600338
16139,"(-57.8055659, 49.2667957)",02YL000-16139,-57.8055659,49.2667957
16140,"(-58.2318674, 49.0262693)",02YL000-16140,-58.2318674,49.0262693
16141,"(-57.5497346, 49.7255893)",02YL000-16141,-57.5497346,49.7255893
16142,"(-57.3006938, 49.5761181)",02YL000-16142,-57.3006938,49.5761181
16143,"(-57.1618034, 49.6001637)",02YL000-16143,-57.1618034,49.6001637
16144,"(-58.0087936, 49.1699169)",02YL000-16144,-58.0087936,49.1699169
16145,"(-57.3923357, 49.4550786)",02YL000-16145,-57.3923357,49.4550786
16146,"(-57.7810283, 48.8890381)",02YL000-16146,-57.7810283,48.8890381
16147,"(-57.0679865, 49.4790186)",02YL000-16147,-57.0679865,49.4790186
16148,"(-57.5146673, 49.4994087)",02YL000-16148,-57.5146673,49.4994087
16149,"(-57.4278397, 49.7107667)",02YL000-16149,-57.4278397,49.7107667
16150,"(-57.053235, 49.6014765)",02YL000-16150,-57.053235,49.6014765
16151,"(-57.8830737, 49.2477682)",02YL000-16151,-57.8830737,49.2477682
16152,"(-57.0751922, 49.637225)",02YL000-16152,-57.0751922,49.637225
16153,"(-57.6436858, 49.0346572)",02YL000-16153,-57.6436858,49.0346572
16154,"(-57.4184733, 49.5342864)",02YL000-16154,-57.4184733,49.5342864
16155,"(-57.5109333, 49.5278793)",02YL000-16155,-57.5109333,49.5278793
16156,"(-57.3110195, 49.2771664)",02YL000-16156,-57.3110195,49.2771664
16157,"(-57.4024882, 49.4160471)",02YL000-16157,-57.4024882,49.4160471
16158,"(-57.7511966, 48.9431839)",02YL000-16158,-57.7511966,48.9431839
16159,"(-57.2045202, 49.4218531)",02YL000-16159,-57.2045202,49.4218531
16160,"(-57.5379367, 49.6911428)",02YL000-16160,-57.5379367,49.6911428
16161,"(-57.0958338, 49.4368794)",02YL000-16161,-57.0958338,49.4368794
16162,"(-57.2949898, 49.3590649)",02YL000-16162,-57.2949898,49.3590649
16163,"(-58.0097474, 49.1086465)",02YL000-16163,-58.0097474,49.1086465
16164,"(-57.2821545, 49.6827607)",02YL000-16164,-57.2821545,49.6827607
16165,"(-57.5157141, 49.561007)",02YL000-16165,-57.5157141,49.561007
16166,"(-57.1512516, 49.660429)",02YL000-16166,-57.1512516,49.660429
16167,"(-57.2629161, 49.3926518)",02YL000-16167,-57.2629161,49.3926518
16168,"(-57.0801771, 49.5138239)",02YL000-16168,-57.0801771,49.5138239
16169,"(-57.59003, 49.7279444)",02YL000-16169,-57.59003,49.7279444
16170,"(-57.6310784, 49.7302052)",02YL000-16170,-57.6310784,49.7302052
16171,"(-58.1143824, 48.9712126)",02YL000-16171,-58.1143824,48.9712126
16172,"(-57.1352786, 49.4024252)",02YL000-16172,-57.1352786,49.4024252
16173,"(-57.4369452, 49.6026194)",02YL000-16173,-57.4369452,49.6026194
16174,"(-57.1450248, 49.3613425)",02YL000-16174,-57.1450248,49.3613425
16175,"(-58.0723075, 48.9075955)",02YL000-16175,-58.0723075,48.9075955
16176,"(-57.6503031, 49.5976348)",02YL000-16176,-57.6503031,49.5976348
16177,"(-57.7335753, 49.0351081)",02YL000-16177,-57.7335753,49.0351081
16178,"(-57.0148566, 49.6411257)",02YL000-16178,-57.0148566,49.6411257
16179,"(-57.3581423, 49.449142)",02YL000-16179,-57.3581423,49.449142
16180,"(-57.5241488, 49.6205517)",02YL000-16180,-57.5241488,49.6205517
16181,"(-57.4210548, 49.5803079)",02YL000-16181,-57.4210548,49.5803079
16182,"(-57.0830744, 49.4245853)",02YL000-16182,-57.0830744,49.4245853
16183,"(-57.5284268, 49.692409)",02YL000-16183,-57.5284268,49.692409
16184,"(-57.1146519, 49.6595997)",02YL000-16184,-57.1146519,49.6595997
16185,"(-57.1518211, 49.379972)",02YL000-16185,-57.1518211,49.379972
16186,"(-57.4466286, 49.5204764)",02YL000-16186,-57.4466286,49.5204764
16187,"(-57.9293613, 49.2123599)",02YL000-16187,-57.9293613,49.2123599
16188,"(-57.2414488, 49.6969943)",02YL000-16188,-57.2414488,49.6969943
16189,"(-57.9390449, 49.0613553)",02YL000-16189,-57.9390449,49.0613553
16190,"(-57.3110257, 49.2768844)",02YL000-16190,-57.3110257,49.2768844
16191,"(-57.5004087, 49.6566141)",02YL000-16191,-57.5004087,49.6566141
16192,"(-57.499187, 49.6570053)",02YL000-16192,-57.499187,49.6570053
16193,"(-57.2810453, 49.3247977)",02YL000-16193,-57.2810453,49.3247977
16194,"(-57.5403623, 49.5878154)",02YL000-16194,-57.5403623,49.5878154
16195,"(-57.101231, 49.5274642)",02YL000-16195,-57.101231,49.5274642
16196,"(-57.4861963, 49.3110855)",02YL000-16196,-57.4861963,49.3110855
16197,"(-57.2323868, 49.4635339)",02YL000-16197,-57.2323868,49.4635339
16198,"(-57.546985, 49.5098428)",02YL000-16198,-57.546985,49.5098428
16199,"(-57.6763357, 48.9737418)",02YL000-16199,-57.6763357,48.9737418
16200,"(-57.7996745, 49.1784799)",02YL000-16200,-57.7996745,49.1784799
16201,"(-57.4259794, 49.4772191)",02YL000-16201,-57.4259794,49.4772191
16202,"(-57.2916835, 49.2046756)",02YL000-16202,-57.2916835,49.2046756
16203,"(-58.361193, 49.1328825)",02YL000-16203,-58.361193,49.1328825
16204,"(-57.5432893, 49.7509995)",02YL000-16204,-57.5432893,49.7509995
16205,"(-57.552727, 49.5900415)",02YL000-16205,-57.552727,49.5900415
16206,"(-57.0365241, 49.6666222)",02YL000-16206,-57.0365241,49.6666222
16207,"(-57.5048278, 49.5295555)",02YL000-16207,-57.5048278,49.5295555
16208,"(-57.2519703, 49.5461607)",02YL000-16208,-57.2519703,49.5461607
16209,"(-57.7353886, 48.8391474)",02YL000-16209,-57.7353886,48.8391474
16210,"(-57.435296, 49.5472577)",02YL000-16210,-57.435296,49.5472577
16211,"(-58.0382988, 49.0619563)",02YL000-16211,-58.0382988,49.0619563
16212,"(-57.3908043, 49.5629715)",02YL000-16212,-57.3908043,49.5629715
16213,"(-57.5899281, 49.6849688)",02YL000-16213,-57.5899281,49.6849688
16214,"(-57.1161492, 49.570182)",02YL000-16214,-57.1161492,49.570182
16215,"(-57.6098389, 49.7627686)",02YL000-16215,-57.6098389,49.7627686
16216,"(-57.67622, 48.972033)",02YL000-16216,-57.67622,48.972033
16217,"(-57.5035025, 49.5978785)",02YL000-16217,-57.5035025,49.5978785
16218,"(-57.1426266, 49.439323)",02YL000-16218,-57.1426266,49.439323
16219,"(-57.6131884, 49.6195773)",02YL000-16219,-57.6131884,49.6195773
16220,"(-57.2392072, 49.4408466)",02YL000-16220,-57.2392072,49.4408466
16221,"(-57.5075459, 49.6748508)",02YL000-16221,-57.5075459,49.6748508
16222,"(-57.1137043, 49.646193)",02YL000-16222,-57.1137043,49.646193
16223,"(-57.4562498, 49.6095405)",02YL000-16223,-57.4562498,49.6095405
16224,"(-58.1836208, 49.2990379)",02YL000-16224,-58.1836208,49.2990379
16225,"(-57.1888173, 49.4288222)",02YL000-16225,-57.1888173,49.4288222
16226,"(-57.3157364, 49.390712)",02YL000-16226,-57.3157364,49.390712
16227,"(-57.1149292, 49.6746939)",02YL000-16227,-57.1149292,49.6746939
16228,"(-57.0284086, 49.6660321)",02YL000-16228,-57.0284086,49.6660321
16229,"(-57.7528833, 49.1071309)",02YL000-16229,-57.7528833,49.1071309
16230,"(-57.5348136, 49.5001062)",02YL000-16230,-57.5348136,49.5001062
16231,"(-57.4750081, 49.6326922)",02YL000-16231,-57.4750081,49.6326922
16232,"(-57.5981271, 49.5936241)",02YL000-16232,-57.5981271,49.5936241
16233,"(-57.0816448, 49.4748917)",02YL000-16233,-57.0816448,49.4748917
16234,"(-57.2620526, 49.2752787)",02YL000-16234,-57.2620526,49.2752787
16235,"(-57.1115524, 49.6536888)",02YL000-16235,-57.1115524,49.6536888
16236,"(-57.856598, 49.2566961)",02YL000-16236,-57.856598,49.2566961
16237,"(-57.8111754, 48.843051)",02YL000-16237,-57.8111754,48.843051
16238,"(-57.7024575, 49.0694072)",02YL000-16238,-57.7024575,49.0694072
16239,"(-57.4109047, 49.7276862)",02YL000-16239,-57.4109047,49.7276862
16240,"(-57.5785909, 49.6249877)",02YL000-16240,-57.5785909,49.6249877
16241,"(-57.3464611, 49.7173042)",02YL000-16241,-57.3464611,49.7173042
16242,"(-57.5714675, 49.5299396)",02YL000-16242,-57.5714675,49.5299396
16243,"(-57.841099, 48.7808473)",02YL000-16243,-57.841099,48.7808473
16244,"(-57.9456477, 49.2026766)",02YL000-16244,-57.9456477,49.2026766
16245,"(-57.4341684, 49.5805358)",02YL000-16245,-57.4341684,49.5805358
16246,"(-57.0119467, 49.4619911)",02YL000-16246,-57.0119467,49.4619911
16247,"(-57.488941, 49.5128052)",02YL000-16247,-57.488941,49.5128052
16248,"(-57.1076317, 49.3764698)",02YL000-16248,-57.1076317,49.3764698
16249,"(-57.0626847, 49.4703478)",02YL000-16249,-57.0626847,49.4703478
16250,"(-57.1740821, 49.4425028)",02YL000-16250,-57.1740821,49.4425028
16251,"(-57.5743212, 49.7050353)",02YL000-16251,-57.5743212,49.7050353
16252,"(-57.0331675, 49.662724)",02YL000-16252,-57.0331675,49.662724
16253,"(-57.2736654, 49.55983)",02YL000-16253,-57.2736654,49.55983
16254,"(-57.2665909, 49.3280378)",02YL000-16254,-57.2665909,49.3280378
16255,"(-57.5932781, 49.6238224)",02YL000-16255,-57.5932781,49.6238224
16256,"(-57.2393048, 49.4212234)",02YL000-16256,-57.2393048,49.4212234
16257,"(-57.1079121, 49.6347149)",02YL000-16257,-57.1079121,49.6347149
16258,"(-57.3896093, 49.4978484)",02YL000-16258,-57.3896093,49.4978484
16259,"(-57.1566197, 49.6299528)",02YL000-16259,-57.1566197,49.6299528
16260,"(-57.5560859, 49.5719166)",02YL000-16260,-57.5560859,49.5719166
16261,"(-58.0416953, 49.2951505)",02YL000-16261,-58.0416953,49.2951505
16262,"(-57.5644039, 49.6841929)",02YL000-16262,-57.5644039,49.6841929
16263,"(-57.9614628, 49.1111144)",02YL000-16263,-57.9614628,49.1111144
16264,"(-57.087896, 49.5180499)",02YL000-16264,-57.087896,49.5180499
16265,"(-57.6123631, 49.1833974)",02YL000-16265,-57.6123631,49.1833974
16266,"(-57.5774903, 49.7338586)",02YL000-16266,-57.5774903,49.7338586
16267,"(-57.1942746, 49.5523735)",02YL000-16267,-57.1942746,49.5523735
16268,"(-57.2209912, 49.586644)",02YL000-16268,-57.2209912,49.586644
16269,"(-57.7787074, 49.0076269)",02YL000-16269,-57.7787074,49.0076269
16270,"(-57.1089554, 49.4888519)",02YL000-16270,-57.1089554,49.4888519
16271,"(-57.1683331, 49.5629335)",02YL000-16271,-57.1683331,49.5629335
16272,"(-57.9634275, 49.0452694)",02YL000-16272,-57.9634275,49.0452694
16273,"(-57.5385927, 49.5311441)",02YL000-16273,-57.5385927,49.5311441
16274,"(-57.9339693, 49.165627)",02YL000-16274,-57.9339693,49.165627
16275,"(-57.4473903, 49.7291298)",02YL000-16275,-57.4473903,49.7291298
16276,"(-57.7886776, 49.0251889)",02YL000-16276,-57.7886776,49.0251889
16277,"(-57.4095921, 49.4368598)",02YL000-16277,-57.4095921,49.4368598
16278,"(-57.2406466, 49.5539066)",02YL000-16278,-57.2406466,49.5539066
16279,"(-57.1030731, 49.3936971)",02YL000-16279,-57.1030731,49.3936971
16280,"(-57.3380208, 49.2647755)",02YL000-16280,-57.3380208,49.2647755
16281,"(-57.2450527, 49.2835417)",02YL000-16281,-57.2450527,49.2835417
16282,"(-57.5339534, 49.622066)",02YL000-16282,-57.5339534,49.622066
16283,"(-57.9344864, 49.0556885)",02YL000-16283,-57.9344864,49.0556885
16284,"(-57.8554798, 49.1623374)",02YL000-16284,-57.8554798,49.1623374
16285,"(-57.9611817, 49.1931758)",02YL000-16285,-57.9611817,49.1931758
16286,"(-57.7674976, 49.2560998)",02YL000-16286,-57.7674976,49.2560998
16287,"(-57.6208318, 49.6098154)",02YL000-16287,-57.6208318,49.6098154
16288,"(-57.6606859, 49.751219)",02YL000-16288,-57.6606859,49.751219
16289,"(-57.3947794, 49.2030733)",02YL000-16289,-57.3947794,49.2030733
16290,"(-57.5885852, 49.7653594)",02YL000-16290,-57.5885852,49.7653594
16291,"(-57.6432667, 49.7757589)",02YL000-16291,-57.6432667,49.7757589
16292,"(-57.2202906, 49.4618189)",02YL000-16292,-57.2202906,49.4618189
16293,"(-58.0447255, 48.8710276)",02YL000-16293,-58.0447255,48.8710276
16294,"(-57.8352005, 48.9151253)",02YL000-16294,-57.8352005,48.9151253
16295,"(-57.2264057, 49.3951588)",02YL000-16295,-57.2264057,49.3951588
16296,"(-57.1502979, 49.380397)",02YL000-16296,-57.1502979,49.380397
16297,"(-57.2627722, 49.5827003)",02YL000-16297,-57.2627722,49.5827003
16298,"(-57.4820761, 49.6346482)",02YL000-16298,-57.4820761,49.6346482
16299,"(-57.5537773, 49.5823817)",02YL000-16299,-57.5537773,49.5823817
16300,"(-57.3117445, 49.4770408)",02YL000-16300,-57.3117445,49.4770408
16301,"(-57.4361025, 49.5462969)",02YL000-16301,-57.4361025,49.5462969
16302,"(-57.4411771, 49.6494242)",02YL000-16302,-57.4411771,49.6494242
16303,"(-57.3327105, 49.6836889)",02YL000-16303,-57.3327105,49.6836889
16304,"(-57.4858566, 49.4411284)",02YL000-16304,-57.4858566,49.4411284
16305,"(-58.0388014, 48.872214)",02YL000-16305,-58.0388014,48.872214
16306,"(-57.0555823, 49.6570247)",02YL000-16306,-57.0555823,49.6570247
16307,"(-57.1902464, 49.2800834)",02YL000-16307,-57.1902464,49.2800834
16308,"(-57.7304897, 48.9620477)",02YL000-16308,-57.7304897,48.9620477
16309,"(-57.4914318, 49.5033664)",02YL000-16309,-57.4914318,49.5033664
16310,"(-57.3847595, 49.7180131)",02YL000-16310,-57.3847595,49.7180131
16311,"(-57.7923707, 49.1960093)",02YL000-16311,-57.7923707,49.1960093
16312,"(-57.5809271, 49.5203693)",02YL000-16312,-57.5809271,49.5203693
16313,"(-57.0544798, 49.5220447)",02YL000-16313,-57.0544798,49.5220447
16314,"(-57.5451673, 49.3011743)",02YL000-16314,-57.5451673,49.3011743
16315,"(-57.5292339, 49.5534109)",02YL000-16315,-57.5292339,49.5534109
16316,"(-57.0531423, 49.6030667)",02YL000-16316,-57.0531423,49.6030667
16317,"(-57.6217767, 49.6004248)",02YL000-16317,-57.6217767,49.6004248
16318,"(-57.075611, 49.4922316)",02YL000-16318,-57.075611,49.4922316
16319,"(-57.4618962, 49.4524011)",02YL000-16319,-57.4618962,49.4524011
16320,"(-57.0798847, 49.5135749)",02YL000-16320,-57.0798847,49.5135749
16321,"(-57.2005791, 49.2475433)",02YL000-16321,-57.2005791,49.2475433
16322,"(-57.1690435, 49.3285317)",02YL000-16322,-57.1690435,49.3285317
16323,"(-57.2547997, 49.4038078)",02YL000-16323,-57.2547997,49.4038078
16324,"(-57.1791251, 49.4915053)",02YL000-16324,-57.1791251,49.4915053
16325,"(-58.0407247, 49.2846215)",02YL000-16325,-58.0407247,49.2846215
16326,"(-57.591494, 49.1856907)",02YL000-16326,-57.591494,49.1856907
16327,"(-57.519807, 49.6914473)",02YL000-16327,-57.519807,49.6914473
16328,"(-57.5417097, 49.6751542)",02YL000-16328,-57.5417097,49.6751542
16329,"(-57.746488, 49.06946)",02YL000-16329,-57.746488,49.06946
16330,"(-57.4846085, 49.4851295)",02YL000-16330,-57.4846085,49.4851295
16331,"(-57.2153737, 49.2562151)",02YL000-16331,-57.2153737,49.2562151
16332,"(-57.4563463, 49.6439055)",02YL000-16332,-57.4563463,49.6439055
16333,"(-57.5319232, 49.6636881)",02YL000-16333,-57.5319232,49.6636881
16334,"(-57.142107, 49.4374621)",02YL000-16334,-57.142107,49.4374621
16335,"(-57.4228509, 49.6151623)",02YL000-16335,-57.4228509,49.6151623
16336,"(-57.5382157, 49.5134606)",02YL000-16336,-57.5382157,49.5134606
16337,"(-57.7149676, 48.9211284)",02YL000-16337,-57.7149676,48.9211284
16338,"(-57.5877027, 49.7732696)",02YL000-16338,-57.5877027,49.7732696
16339,"(-57.4273175, 49.5411841)",02YL000-16339,-57.4273175,49.5411841
16340,"(-57.7425014, 48.9707484)",02YL000-16340,-57.7425014,48.9707484
16341,"(-57.2647216, 49.3020891)",02YL000-16341,-57.2647216,49.3020891
16342,"(-57.0440299, 49.531049)",02YL000-16342,-57.0440299,49.531049
16343,"(-57.2415551, 49.5949942)",02YL000-16343,-57.2415551,49.5949942
16344,"(-57.0832137, 49.426312)",02YL000-16344,-57.0832137,49.426312
16345,"(-58.0504401, 49.283798)",02YL000-16345,-58.0504401,49.283798
16346,"(-57.2774054, 49.328666)",02YL000-16346,-57.2774054,49.328666
16347,"(-57.6963245, 49.1851317)",02YL000-16347,-57.6963245,49.1851317
16348,"(-57.1216061, 49.6037724)",02YL000-16348,-57.1216061,49.6037724
16349,"(-57.0915208, 49.5611906)",02YL000-16349,-57.0915208,49.5611906
16350,"(-57.6811444, 49.68056)",02YL000-16350,-57.6811444,49.68056
16351,"(-57.7196612, 49.0218769)",02YL000-16351,-57.7196612,49.0218769
16352,"(-57.9722499, 49.2010756)",02YL000-16352,-57.9722499,49.2010756
16353,"(-57.4336115, 49.7060585)",02YL000-16353,-57.4336115,49.7060585
16354,"(-57.9967137, 48.99219)",02YL000-16354,-57.9967137,48.99219
16355,"(-57.6402654, 49.6076471)",02YL000-16355,-57.6402654,49.6076471
16356,"(-57.3568455, 49.7469797)",02YL000-16356,-57.3568455,49.7469797
16357,"(-57.675684, 49.6718392)",02YL000-16357,-57.675684,49.6718392
16358,"(-57.6140324, 49.6670452)",02YL000-16358,-57.6140324,49.6670452
16359,"(-57.1094853, 49.6575116)",02YL000-16359,-57.1094853,49.6575116
16360,"(-57.2860109, 49.5159729)",02YL000-16360,-57.2860109,49.5159729
16361,"(-57.0908677, 49.4782711)",02YL000-16361,-57.0908677,49.4782711
16362,"(-57.1096198, 49.588829)",02YL000-16362,-57.1096198,49.588829
16363,"(-57.4968798, 49.5223662)",02YL000-16363,-57.4968798,49.5223662
16364,"(-57.4891594, 49.6992354)",02YL000-16364,-57.4891594,49.6992354
16365,"(-57.5287, 49.6341115)",02YL000-16365,-57.5287,49.6341115
16366,"(-57.597671, 49.6366235)",02YL000-16366,-57.597671,49.6366235
16367,"(-57.7909177, 48.7913118)",02YL000-16367,-57.7909177,48.7913118
16368,"(-57.4622766, 49.4624865)",02YL000-16368,-57.4622766,49.4624865
16369,"(-57.3812154, 49.5868526)",02YL000-16369,-57.3812154,49.5868526
16370,"(-57.7115515, 48.9763577)",02YL000-16370,-57.7115515,48.9763577
16371,"(-57.2738134, 49.2999852)",02YL000-16371,-57.2738134,49.2999852
16372,"(-57.3676482, 49.2682333)",02YL000-16372,-57.3676482,49.2682333
16373,"(-57.3028, 49.7004569)",02YL000-16373,-57.3028,49.7004569
16374,"(-57.1571226, 49.5053574)",02YL000-16374,-57.1571226,49.5053574
16375,"(-57.5333907, 49.5841046)",02YL000-16375,-57.5333907,49.5841046
16376,"(-57.3805793, 49.5210829)",02YL000-16376,-57.3805793,49.5210829
16377,"(-57.5093457, 49.4909792)",02YL000-16377,-57.5093457,49.4909792
16378,"(-57.572973, 49.5229361)",02YL000-16378,-57.572973,49.5229361
16379,"(-57.2580639, 49.6096574)",02YL000-16379,-57.2580639,49.6096574
16380,"(-57.5518269, 49.5035964)",02YL000-16380,-57.5518269,49.5035964
16381,"(-56.9652487, 49.5937235)",02YL000-16381,-56.9652487,49.5937235
16382,"(-58.2532748, 49.0283743)",02YL000-16382,-58.2532748,49.0283743
16383,"(-57.1912941, 49.4199677)",02YL000-16383,-57.1912941,49.4199677
16384,"(-57.1513953, 49.6613846)",02YL000-16384,-57.1513953,49.6613846
16385,"(-57.7016692, 49.0529093)",02YL000-16385,-57.7016692,49.0529093
16386,"(-57.218437, 49.5)",02YL000-16386,-57.218437,49.5
16387,"(-57.1988762, 49.4214629)",02YL000-16387,-57.1988762,49.4214629
16388,"(-57.4241997, 49.6200364)",02YL000-16388,-57.4241997,49.6200364
16389,"(-57.2528841, 49.7141128)",02YL000-16389,-57.2528841,49.7141128
16390,"(-57.514322, 49.4490361)",02YL000-16390,-57.514322,49.4490361
16391,"(-57.3980111, 49.5150087)",02YL000-16391,-57.3980111,49.5150087
16392,"(-57.0940306, 49.530776)",02YL000-16392,-57.0940306,49.530776
16393,"(-57.3031458, 49.5036983)",02YL000-16393,-57.3031458,49.5036983
16394,"(-57.5131039, 49.7011836)",02YL000-16394,-57.5131039,49.7011836
16395,"(-57.3290311, 49.1970698)",02YL000-16395,-57.3290311,49.1970698
16396,"(-57.7659112, 49.0397122)",02YL000-16396,-57.7659112,49.0397122
16397,"(-57.4593588, 49.5354305)",02YL000-16397,-57.4593588,49.5354305
16398,"(-57.423332, 49.4463163)",02YL000-16398,-57.423332,49.4463163
16399,"(-57.5746303, 49.7231057)",02YL000-16399,-57.5746303,49.7231057
16400,"(-57.7473744, 49.0356343)",02YL000-16400,-57.7473744,49.0356343
16401,"(-57.1514307, 49.6669948)",02YL000-16401,-57.1514307,49.6669948
16402,"(-58.2392717, 49.0134052)",02YL000-16402,-58.2392717,49.0134052
16403,"(-57.5557934, 49.5769294)",02YL000-16403,-57.5557934,49.5769294
16404,"(-57.4918295, 49.4659185)",02YL000-16404,-57.4918295,49.4659185
16405,"(-57.6202763, 49.5684723)",02YL000-16405,-57.6202763,49.5684723
16406,"(-57.1983829, 49.6534428)",02YL000-16406,-57.1983829,49.6534428
16407,"(-57.655521, 49.6173626)",02YL000-16407,-57.655521,49.6173626
16408,"(-57.4481726, 49.4245612)",02YL000-16408,-57.4481726,49.4245612
